"wait whoa hold you.. you're telling me there is a respawn mechanic in cyberpunk?? no effing way, that's totally revolutionary, it's never been done before, what an incredible groundbreaking gameplay mechanic, truly next-gen",0.264,1
"No, it does not. Since my playstyle is in 3rd person.",-0.296,0
Anyone catch the @1:13 glitch,0.0,0
"0:00 - 1:13 that's what gamer need to hear, rest of it can go to other channel",0.0,1
Did she just came back from a car washing event or something?,0.0,0
"So how would that affect the exploring aspect in cyberpunk. I mean I would like to finish the mission, but at the same time also want to explore the areas. Don't want to worry about the mission and timers.",0.6965,0
Cyberpunk 2077 sounds like a  *_r e a l_*  RPG.,0.3612,0
Not feeling that first person camera for an open world game such as this.,-0.0951,0
Are sydnee goodman and valentina nappi siblings?,0.0,0
That civil thing made a bit sick,-0.5106,0
So excited about this game,0.4005,0
Everyday I'm excited to see Sydnee ;),0.5106,14
Any news on 3rd person?,0.0,0
"Netflix: 10 hour long episodes. 

Me: Hmmm okay, I’m ready.",0.5267,0
"cyberpunk 2077 hype is real, E3 is coming closer and closer! 2 months.",0.0,0
Better quicksave like crazy then.,0.4588,0
Like MGSV?,0.3612,0
Finally a video that I've watched in its entirety. Sweet news.,0.4588,0
We'll never get that game.....😖,0.0,0
Definitely fake news,-0.1027,1
"Nice!

still wish it had a third person option, though",0.6996,3
2 news that heard from this: cyberpunk 2077 and not cyberpunk 2077,0.0,0
"Baby, baby, baby oh... ❤️",0.0,3
Will it be singleplayer ?,0.0,0
Thinking about moving my Xbox back into the living room for this one 🤩,0.0,0
it was hilarious when everyone on the internet was blubbering about the events of infinity war,-0.296,0
"I hope you know this game comes out in 2021 IGN......
Mention that next time...
I saved everyone their time.",0.6908,0
i feel like Sydnee is a mind reading extraterrestrial but i just.....cant....prove it....,0.1901,2
"Sounds like a Molyneux promise, but if they pull it off, pacing is gonna be crucial.",0.34,5
I only come here to hear “”Roll The Thing” don’t really care about the rest :),0.7574,9
"I swear, that hand on screen in cyberpunk looks like the same hand i've seen in every other FPS game, lol. The 'hand' model must be rich by now.",0.9337,4
1:53 ಠ_ಠ,0.0,0
"What was that at 1:13?
Picture of Antman and Thanos?
Oh i see...",0.0,3
"Me:. ""I want Cyberpunk 2077 NOW!!!""
CDPR:. ""You'll get it when it's ready, not before!""
Me:. ""... ok 😐""",0.7326,62
That 'civil' joke made me retract my thumbs up,0.296,1
Will it adapt to third person?,0.0,0
So it’s not a Rockstar game...,0.0,0
Idc,0.0,0
2:02 so thats how Disney is gon a start Strong Arming people to watch the movie. Its gonna be spoiled ohhh no!!!. I really dont care about Disney anymore.,0.3115,0
Who tf cares about avengers,0.4588,1
"So... Just don't mess up...  Like,  ever?",0.0,3
Give us 3rd person!!,0.0,1
"Cool, but is it ever releasing ?",0.1655,0
She's got 2 ears!,0.0,3
I miss naomi & alanah,-0.1531,3
Cyberpunk is gonna be amazing,0.5859,0
You had me at cyberpunk 2077.,0.0,1
So would Cyberpunk adapt to you shooting a character you're meant to save in the face?,0.4939,0
Umbrella Academy was mad boring I’m sorry,-0.7003,0
If it really adapts to my playstyle then it change to 3rd-person lol 😂,0.4215,1
"Looks like Cyberpunk 2077 is taking the tabletop RPG approach to gaming.  I cannot tell you how many of my DND games which I Dungeon Master for always ends with ""we charge through the door""",0.3612,0
Honestly if an open world game adapts to how you play. That shouldn't be a headline. It should just be standard.,0.6597,0
Cyberpunk 2077 ≈ YOLO 2077,0.4278,0
Many games have claimed this so I'll wait and see,0.0,1
This game sounds like it take decade to beat.,0.3612,0
Cyberpunk 2077 is gonna be awesome!!!,0.7163,65
A lot of games have made this claim.,0.0,0
Syd got them ears boi!!! Haha she still cute tho! XD,0.9136,17
I hare ign reviews,0.0,0
this game is going to be 200GB,0.0,4
Can't wait for E3.,0.0,0
I just hope Cyberpunk gets 3rd person view and not be a FPS all the time,0.4404,1
Been following this game for years now. It is going to be amazing.,0.5859,1
Who was able to get Avengers Endgame tickets. I was.,0.0,5
My pessimism is killing me. I feel like this is too much. Ugh I want this game so bad,-0.908,0
"Subliminal messages at 1:14 ... Must. Buy. Cyberpunk 2077.
I wonder what it was....",0.0,0
"I just need a date asap.

Also you look so cute",0.5949,3
Sydnee you look stunning everyday!!!,0.5386,4
"*Mhhhhhhm* Sydnee Goodwoman
*mE BADmAN*",0.0,0
I’m positive CD Projekt Red will give us another masterpiece just like The Witcher 3. 👍,0.8807,93
Cyberpunk might be able to beat the Witcher 3 as game of the generation,0.0,4
"Give me this, pokemon gen 8 and border lan 3 and i promise I'll never play a game again till gta 6",0.068,0
I'm just here for sydnee 😍🔥,0.0,32
I will buy ryzen 3 and navi gpu for this one to be ready,0.3612,6
"Literally what every developer says about their game i.e. Kingdom Come Deliverance, Red Dead 2 and Dying Light 2.. list goes on and on",-0.6486,0
Waddup Sydnee ? 😏,0.0,1
Im buying every game that sydnee advertises on my momma 😤,0.0,10
"I mean is it that big of a shocker? Like ""Wow an RPG that has the story change based on what you do? No WAYYYY""",0.594,1
Sidney hi love you,0.6369,0
"Youtube really need to fix their bugs (not sure if anyone noticed the flashing images, its not just IGN that has this)",0.3182,5
So does that mean they’ll give us a third person mode? I can’t see myself playing a game like this in first person.,0.5106,0
I see cyberpunk 2077 I click,0.0,137
Sydnee looking beautiful as always.,0.5994,12
Still getting this game but I would like a 3rd person option.,0.5023,0
"Umbrella acadamy season 2?

HYPE",0.0,25
I thought the Devs said they weren't sure cos things get added and removed so why should I be hyped for a feature that may or may not be in the game after release?,-0.2411,3
Can't wait till this game drops,0.0,0
Only 58 years to go,0.0,201
I'm probably buying a whole new computer just to enjoy this beauty of a game. <3,0.891,164
"We don't get the ""civil"" part",0.0,0
R O L L.  THE.   THING.  !!!,0.0,1
4th,0.0,0
your beautiful sydney,0.5994,4
First,0.0,0
